1218.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1103.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,201.6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,658.3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,525.1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,316.8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,771.8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,717.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1177.4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,276,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,557.2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,589.8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,192.9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,407.9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.8
